fold,epoch,train_loss,train_acc,val_loss,val_acc,lr
7,1,5.1860036413095845,0.014421717409746442,4.959454165969085,0.02883799830364716,0.001
7,2,4.886294376929908,0.03270807804694128,4.74268033850284,0.05343511450381679,0.0009755282581475768
7,3,4.703923564164418,0.04958054482043548,4.614303467130135,0.0737913486005089,0.0009045084971874736
7,4,4.576463298013741,0.06079743613912716,4.46643865502821,0.090754877014419,0.0007938926261462366
7,5,4.464567547211246,0.08219436327646339,4.3664262118837005,0.09669211195928754,0.0006545084971874737
7,6,4.3882320671753945,0.09228013950419456,4.375510574094919,0.1085665818490246,0.0005
7,7,4.337733347618857,0.0989725704590442,4.300118580624853,0.1111111111111111,0.00034549150281252633
7,8,4.276223612950832,0.11424262418701103,4.270301077505407,0.1280746395250212,0.0002061073738537635
7,9,4.253138722051088,0.11754170986897917,4.21099173122791,0.13486005089058525,9.549150281252634e-05
7,10,4.229641927716779,0.11952116127816005,4.209903293994648,0.13486005089058525,2.4471741852423235e-05
