fold,epoch,train_loss,train_acc,val_loss,val_acc,lr
0,1,5.219323457517794,0.014138938637006316,5.023339587010197,0.031382527565733676,0.001
0,2,4.90839162768647,0.03581864454708267,4.786616500501819,0.04749787955894826,0.0009755282581475768
0,3,4.7271216503804565,0.05052314072956923,4.602274298162355,0.0729431721798134,0.0009045084971874736
0,4,4.584914720657353,0.06051465736638703,4.518638491529444,0.07803223070398643,0.0007938926261462366
0,5,4.492489083209466,0.07917805636723536,4.413167944189044,0.09669211195928754,0.0006545084971874737
0,6,4.406148694554647,0.08455085304929777,4.3388032258011915,0.10178117048346055,0.0005
0,7,4.344678699447742,0.10189461777735885,4.309974708427707,0.12128922815945717,0.00034549150281252633
0,8,4.301768681591536,0.1093411254595155,4.331492259403323,0.10602205258693809,0.0002061073738537635
0,9,4.2744930520202855,0.11367706664153078,4.281116601266125,0.12044105173876166,9.549150281252634e-05
0,10,4.259177448410421,0.11556225845979828,4.288487720732167,0.11874469889737066,2.4471741852423235e-05
